Abdullah_2005.pdf	%	NN	I-5140146_Outcome_value
Abdullah_2005.pdf	;	:	O
Abdullah_2005.pdf	34/459	CD	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	P	NN	O
Abdullah_2005.pdf	<	JJR	O
Abdullah_2005.pdf	0.001	CD	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	.	.	O

Abdullah_2005.pdf	Those	DT	O
Abdullah_2005.pdf	who	WP	O
Abdullah_2005.pdf	were	VBD	O
Abdullah_2005.pdf	in	IN	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	action	NN	O
Abdullah_2005.pdf	stage	NN	O
Abdullah_2005.pdf	were	VBD	O
Abdullah_2005.pdf	given	VBN	O
Abdullah_2005.pdf	supportive	JJ	O
Abdullah_2005.pdf	messages	NNS	O
Abdullah_2005.pdf	about	IN	O
Abdullah_2005.pdf	quitting	VBG	O
Abdullah_2005.pdf	smoking	NN	O
Abdullah_2005.pdf	and	CC	O
Abdullah_2005.pdf	tips	NNS	B-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	on	IN	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	things	NNS	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	that	IN	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	they	PRP	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	can	MD	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	do	VB	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	to	TO	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	overcome	VB	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	withdrawal	NN	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	symptoms	NNS	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	and	CC	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	difÞcult	NN	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	situations	NNS	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior
Abdullah_2005.pdf	.	.	I-3675720_4.1_Instruction_on_how_to_perform_the_behavior

Abdullah_2005.pdf	The	DT	O
Abdullah_2005.pdf	counsellor	NN	O
Abdullah_2005.pdf	provided	VBN	O
Abdullah_2005.pdf	information	NN	O
Abdullah_2005.pdf	on	IN	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	health	NN	O
Abdullah_2005.pdf	consequences	NNS	O
Abdullah_2005.pdf	of	IN	O
Abdullah_2005.pdf	smoking	NN	O
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	emphasised	VBD	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	beneÞts	NNS	O
Abdullah_2005.pdf	of	IN	O
Abdullah_2005.pdf	quitting	VBG	O
Abdullah_2005.pdf	to	TO	O
Abdullah_2005.pdf	smokers	NNS	O
Abdullah_2005.pdf	and	CC	O
Abdullah_2005.pdf	their	PRP$	O
Abdullah_2005.pdf	children	NNS	O
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	explained	VBD	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	hazards	NNS	O
Abdullah_2005.pdf	of	IN	O
Abdullah_2005.pdf	second	JJ	O
Abdullah_2005.pdf	hand	NN	O
Abdullah_2005.pdf	smoking	NN	O
Abdullah_2005.pdf	and	CC	O
Abdullah_2005.pdf	encouraged	VBD	B-4085489_4.5._Advise_to_change_behavior
Abdullah_2005.pdf	the	DT	I-4085489_4.5._Advise_to_change_behavior
Abdullah_2005.pdf	smokers	NNS	I-4085489_4.5._Advise_to_change_behavior
Abdullah_2005.pdf	to	TO	I-4085489_4.5._Advise_to_change_behavior
Abdullah_2005.pdf	quit	VB	I-4085489_4.5._Advise_to_change_behavior
Abdullah_2005.pdf	smoking	NN	I-4085489_4.5._Advise_to_change_behavior
Abdullah_2005.pdf	.	.	I-4085489_4.5._Advise_to_change_behavior

Abdullah_2005.pdf	Setting	VBG	O
Abdullah_2005.pdf	Hong	NNP	B-4788959_Lower-level_geographical_region
Abdullah_2005.pdf	Kong	NNP	I-4788959_Lower-level_geographical_region
Abdullah_2005.pdf	Special	JJ	O
Abdullah_2005.pdf	Administrative	JJ	O
Abdullah_2005.pdf	Region	NN	O
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	PR	NN	O
Abdullah_2005.pdf	China	NNP	B-4788958_Country_of_intervention
Abdullah_2005.pdf	.	.	I-4788958_Country_of_intervention

Abdullah_2005.pdf	For	IN	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	intervention	NN	O
Abdullah_2005.pdf	group	NN	O
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	after	IN	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	initial	JJ	O
Abdullah_2005.pdf	assessment	NN	O
Abdullah_2005.pdf	a	DT	O
Abdullah_2005.pdf	trained	JJ	O
Abdullah_2005.pdf	nurse	NN	O
Abdullah_2005.pdf	counsellor	NN	O
Abdullah_2005.pdf	gave	VBD	O
Abdullah_2005.pdf	20Ð30	CD	O
Abdullah_2005.pdf	min	NN	O
Abdullah_2005.pdf	of	IN	O
Abdullah_2005.pdf	counselling	NN	B-3675717_3.1_Social_support_(unspecified)
Abdullah_2005.pdf	over	IN	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	telephone	NN	O
Abdullah_2005.pdf	.	.	O

Abdullah_2005.pdf	Participants	NNS	O
Abdullah_2005.pdf	were	VBD	O
Abdullah_2005.pdf	randomly	RB	O
Abdullah_2005.pdf	allocated	VBN	O
Abdullah_2005.pdf	into	IN	O
Abdullah_2005.pdf	two	CD	O
Abdullah_2005.pdf	groups	NNS	O
Abdullah_2005.pdf	:	:	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	intervention	NN	B-5730447_Arm_name
Abdullah_2005.pdf	group	NN	I-5730447_Arm_name
Abdullah_2005.pdf	received	VBD	O
Abdullah_2005.pdf	printed	VBN	O
Abdullah_2005.pdf	self-help	JJ	O
Abdullah_2005.pdf	materials	NNS	O
Abdullah_2005.pdf	and	CC	O
Abdullah_2005.pdf	three-session	JJ	O
Abdullah_2005.pdf	telephonebased	JJ	O
Abdullah_2005.pdf	smoking	NN	O
Abdullah_2005.pdf	cessation	NN	O
Abdullah_2005.pdf	counselling	NN	O
Abdullah_2005.pdf	delivered	VBN	O
Abdullah_2005.pdf	by	IN	O
Abdullah_2005.pdf	trained	JJ	O
Abdullah_2005.pdf	counsellors	NNS	O
Abdullah_2005.pdf	;	:	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	control	NN	B-5730447_Arm_name
Abdullah_2005.pdf	group	NN	O
Abdullah_2005.pdf	received	VBD	O
Abdullah_2005.pdf	printed	VBN	O
Abdullah_2005.pdf	self-help	JJ	O
Abdullah_2005.pdf	materials	NNS	O
Abdullah_2005.pdf	only	RB	O
Abdullah_2005.pdf	.	.	O

Abdullah_2005.pdf	A	DT	O
Abdullah_2005.pdf	total	NN	O
Abdullah_2005.pdf	of	IN	O
Abdullah_2005.pdf	952	CD	O
Abdullah_2005.pdf	smoker	NN	O
Abdullah_2005.pdf	fathers	NNS	O
Abdullah_2005.pdf	and	CC	O
Abdullah_2005.pdf	mothers	NNS	O
Abdullah_2005.pdf	were	VBD	O
Abdullah_2005.pdf	randomized	VBN	O
Abdullah_2005.pdf	to	TO	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	intervention	NN	B-5730447_Arm_name
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	n	NN	O
Abdullah_2005.pdf	=	JJ	O
Abdullah_2005.pdf	467	CD	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	and	CC	O
Abdullah_2005.pdf	control	NN	B-5730447_Arm_name
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	n	NN	O
Abdullah_2005.pdf	=	JJ	O
Abdullah_2005.pdf	485	CD	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	groups	NNS	O
Abdullah_2005.pdf	.	.	O

Abdullah_2005.pdf	The	DT	O
Abdullah_2005.pdf	counsellor	NN	O
Abdullah_2005.pdf	provided	VBN	O
Abdullah_2005.pdf	information	NN	O
Abdullah_2005.pdf	on	IN	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	health	NN	B-3673298_5.1_Information_about_health_consequences
Abdullah_2005.pdf	consequences	NNS	I-3673298_5.1_Information_about_health_consequences
Abdullah_2005.pdf	of	IN	I-3673298_5.1_Information_about_health_consequences
Abdullah_2005.pdf	smoking	NN	I-3673298_5.1_Information_about_health_consequences
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	emphasised	VBD	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	beneÞts	NNS	O
Abdullah_2005.pdf	of	IN	O
Abdullah_2005.pdf	quitting	VBG	O
Abdullah_2005.pdf	to	TO	O
Abdullah_2005.pdf	smokers	NNS	O
Abdullah_2005.pdf	and	CC	O
Abdullah_2005.pdf	their	PRP$	O
Abdullah_2005.pdf	children	NNS	O
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	explained	VBD	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	hazards	NNS	O
Abdullah_2005.pdf	of	IN	O
Abdullah_2005.pdf	second	JJ	O
Abdullah_2005.pdf	hand	NN	O
Abdullah_2005.pdf	smoking	NN	O
Abdullah_2005.pdf	and	CC	O
Abdullah_2005.pdf	encouraged	VBD	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	smokers	NNS	O
Abdullah_2005.pdf	to	TO	O
Abdullah_2005.pdf	quit	VB	O
Abdullah_2005.pdf	smoking	NN	O
Abdullah_2005.pdf	.	.	O
Abdullah_2005.pdf	+	CC	O
Abdullah_2005.pdf	+	CC	O

Abdullah_2005.pdf	Table	NNP	O
Abdullah_2005.pdf	2	CD	O
Abdullah_2005.pdf	shows	NNS	O
Abdullah_2005.pdf	that	WDT	O
Abdullah_2005.pdf	at	IN	O
Abdullah_2005.pdf	6	CD	O
Abdullah_2005.pdf	month	NN	O
Abdullah_2005.pdf	follow	VB	O
Abdullah_2005.pdf	up	RP	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	7	CD	O
Abdullah_2005.pdf	day	NN	O
Abdullah_2005.pdf	point	NN	O
Abdullah_2005.pdf	prevalence	NN	O
Abdullah_2005.pdf	quit	VBD	O
Abdullah_2005.pdf	rate	NN	O
Abdullah_2005.pdf	was	VBD	O
Abdullah_2005.pdf	signiÞcantly	RB	O
Abdullah_2005.pdf	greater	JJR	O
Abdullah_2005.pdf	in	IN	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	intervention	NN	O
Abdullah_2005.pdf	group	NN	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	15.3	CD	O
Abdullah_2005.pdf	%	NN	O
Abdullah_2005.pdf	;	:	O
Abdullah_2005.pdf	68/444	CD	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	than	IN	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	control	NN	O
Abdullah_2005.pdf	group	NN	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	7.4	CD	O
Abdullah_2005.pdf	%	NN	O
Abdullah_2005.pdf	;	:	O
Abdullah_2005.pdf	34/459	CD	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	P	NN	O
Abdullah_2005.pdf	<	JJR	B-3870696_Effect_size_p_value
Abdullah_2005.pdf	0.001	CD	I-3870696_Effect_size_p_value
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	.	.	O

Abdullah_2005.pdf	Of	IN	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	subjects	NNS	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	n	NN	O
Abdullah_2005.pdf	=	JJ	O
Abdullah_2005.pdf	952	CD	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	most	JJS	O
Abdullah_2005.pdf	were	VBD	O
Abdullah_2005.pdf	fathers	NNS	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	84.3	CD	O
Abdullah_2005.pdf	%	NN	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	married	JJ	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	97.7	CD	O
Abdullah_2005.pdf	%	NN	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	had	VBD	O
Abdullah_2005.pdf	attained	VBN	O
Abdullah_2005.pdf	education	NN	O
Abdullah_2005.pdf	to	TO	O
Abdullah_2005.pdf	secondary	JJ	O
Abdullah_2005.pdf	school	NN	O
Abdullah_2005.pdf	level	NN	O
Abdullah_2005.pdf	or	CC	O
Abdullah_2005.pdf	above	IN	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	81	CD	O
Abdullah_2005.pdf	%	NN	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	currently	RB	O
Abdullah_2005.pdf	employed	VBN	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	86.4	CD	B-5579711_Proportion_employed
Abdullah_2005.pdf	%	NN	I-5579711_Proportion_employed
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	,	,	O
Abdullah_2005.pdf	had	VBD	O
Abdullah_2005.pdf	a	DT	O
Abdullah_2005.pdf	monthly	JJ	O
Abdullah_2005.pdf	household	NN	O
Abdullah_2005.pdf	income	NN	O
Abdullah_2005.pdf	of	IN	O
Abdullah_2005.pdf	HK$	$	O
Abdullah_2005.pdf	10,000	CD	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	US$	$	O
Abdullah_2005.pdf	1	CD	O
Abdullah_2005.pdf	=	JJ	O
Abdullah_2005.pdf	HK$	$	O
Abdullah_2005.pdf	7.8	CD	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	or	CC	O
Abdullah_2005.pdf	above	IN	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	84.3	CD	O
Abdullah_2005.pdf	%	NN	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	and	CC	O
Abdullah_2005.pdf	daily	JJ	O
Abdullah_2005.pdf	smokers	NNS	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	92.4	CD	O
Abdullah_2005.pdf	%	NN	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	.	.	O

Abdullah_2005.pdf	The	DT	O
Abdullah_2005.pdf	main	JJ	O
Abdullah_2005.pdf	outcome	NN	O
Abdullah_2005.pdf	was	VBD	O
Abdullah_2005.pdf	7	CD	O
Abdullah_2005.pdf	day	NN	O
Abdullah_2005.pdf	point	NN	O
Abdullah_2005.pdf	prevalence	NN	O
Abdullah_2005.pdf	smoking	NN	O
Abdullah_2005.pdf	cessation	NN	O
Abdullah_2005.pdf	rate	NN	O
Abdullah_2005.pdf	at	IN	O
Abdullah_2005.pdf	6	CD	O
Abdullah_2005.pdf	months	NNS	O
Abdullah_2005.pdf	(	-LRB-	O
Abdullah_2005.pdf	deÞned	VBN	O
Abdullah_2005.pdf	as	IN	O
Abdullah_2005.pdf	not	RB	O
Abdullah_2005.pdf	smoking	NN	O
Abdullah_2005.pdf	during	IN	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	7	CD	O
Abdullah_2005.pdf	days	NNS	O
Abdullah_2005.pdf	preceding	VBG	O
Abdullah_2005.pdf	the	DT	O
Abdullah_2005.pdf	6	CD	O
Abdullah_2005.pdf	month	NN	O
Abdullah_2005.pdf	follow	VB	O
Abdullah_2005.pdf	up	RP	O
Abdullah_2005.pdf	)	-RRB-	O
Abdullah_2005.pdf	determined	VBN	O
Abdullah_2005.pdf	by	IN	O
Abdullah_2005.pdf	self	NN	B-4087184_Self_report
Abdullah_2005.pdf	reports	NNS	I-4087184_Self_report
Abdullah_2005.pdf	.	.	O

Abrantes_2014.pdf	Treatment	NN	O
Abrantes_2014.pdf	was	VBD	O
Abrantes_2014.pdf	delivered	VBN	O
Abrantes_2014.pdf	in	IN	O
Abrantes_2014.pdf	8	CD	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	20-min	JJ	O
Abrantes_2014.pdf	weekly	JJ	O
Abrantes_2014.pdf	telephone	NN	B-3675717_3.1_Social_support_(unspecified)
Abrantes_2014.pdf	counseling	NN	I-3675717_3.1_Social_support_(unspecified)
Abrantes_2014.pdf	sessions	NNS	I-3675717_3.1_Social_support_(unspecified)
Abrantes_2014.pdf	beginning	VBG	O
Abrantes_2014.pdf	in	IN	O
Abrantes_2014.pdf	week	NN	O
Abrantes_2014.pdf	1	CD	O
Abrantes_2014.pdf	of	IN	O
Abrantes_2014.pdf	the	DT	O
Abrantes_2014.pdf	intervention	NN	O
Abrantes_2014.pdf	.	.	O

Abrantes_2014.pdf	In	IN	O
Abrantes_2014.pdf	this	DT	O
Abrantes_2014.pdf	initial	JJ	O
Abrantes_2014.pdf	RCT	NNP	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	AE	NNP	O
Abrantes_2014.pdf	was	VBD	O
Abrantes_2014.pdf	compared	VBN	O
Abrantes_2014.pdf	to	TO	O
Abrantes_2014.pdf	a	DT	B-5730447_Arm_name
Abrantes_2014.pdf	health	NN	I-5730447_Arm_name
Abrantes_2014.pdf	education	NN	I-5730447_Arm_name
Abrantes_2014.pdf	contact	NN	I-5730447_Arm_name
Abrantes_2014.pdf	control	NN	I-5730447_Arm_name
Abrantes_2014.pdf	(	-LRB-	I-5730447_Arm_name
Abrantes_2014.pdf	HEC	NN	B-5730447_Arm_name
Abrantes_2014.pdf	)	-RRB-	I-5730447_Arm_name
Abrantes_2014.pdf	intervention	NN	I-5730447_Arm_name
Abrantes_2014.pdf	that	WDT	O
Abrantes_2014.pdf	was	VBD	O
Abrantes_2014.pdf	designed	VBN	O
Abrantes_2014.pdf	to	TO	O
Abrantes_2014.pdf	include	VB	O
Abrantes_2014.pdf	the	DT	O
Abrantes_2014.pdf	same	JJ	O
Abrantes_2014.pdf	level	NN	O
Abrantes_2014.pdf	of	IN	O
Abrantes_2014.pdf	contact	NN	O
Abrantes_2014.pdf	between	IN	O
Abrantes_2014.pdf	treatment	NN	O
Abrantes_2014.pdf	providers.	NN	O
Abrantes_2014.pdf	;	:	O
Abrantes_2014.pdf	Both	CC	O
Abrantes_2014.pdf	the	DT	O
Abrantes_2014.pdf	AE	NN	O
Abrantes_2014.pdf	and	CC	O
Abrantes_2014.pdf	HEC	NN	B-5730447_Arm_name
Abrantes_2014.pdf	groups	NNS	I-5730447_Arm_name
Abrantes_2014.pdf	received	VBD	O
Abrantes_2014.pdf	the	DT	O
Abrantes_2014.pdf	same	JJ	O
Abrantes_2014.pdf	telephone	NN	O
Abrantes_2014.pdf	counseling	NN	O
Abrantes_2014.pdf	intervention	NN	O
Abrantes_2014.pdf	for	IN	O
Abrantes_2014.pdf	smoking	NN	O
Abrantes_2014.pdf	cessation	NN	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	as	RB	O
Abrantes_2014.pdf	well	RB	O
Abrantes_2014.pdf	as	IN	O
Abrantes_2014.pdf	the	DT	O
Abrantes_2014.pdf	transdermal	JJ	O
Abrantes_2014.pdf	nicotine	NN	O
Abrantes_2014.pdf	patch	NN	O
Abrantes_2014.pdf	(	-LRB-	O
Abrantes_2014.pdf	TNP	NN	O
Abrantes_2014.pdf	)	-RRB-	O
Abrantes_2014.pdf	.	.	O
Abrantes_2014.pdf	;	:	O
Abrantes_2014.pdf	Upon	IN	O
Abrantes_2014.pdf	receiving	VBG	O
Abrantes_2014.pdf	medical	JJ	O
Abrantes_2014.pdf	clearance	NN	O
Abrantes_2014.pdf	to	TO	O
Abrantes_2014.pdf	exercise	NN	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	participants	NNS	O
Abrantes_2014.pdf	were	VBD	O
Abrantes_2014.pdf	assigned	VBN	O
Abrantes_2014.pdf	to	TO	O
Abrantes_2014.pdf	one	CD	O
Abrantes_2014.pdf	of	IN	O
Abrantes_2014.pdf	two	CD	O
Abrantes_2014.pdf	conditions	NNS	O
Abrantes_2014.pdf	using	VBG	O
Abrantes_2014.pdf	urn	NN	O
Abrantes_2014.pdf	randomization	NN	O
Abrantes_2014.pdf	(	-LRB-	O
Abrantes_2014.pdf	Stout	NNP	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	1988	CD	O
Abrantes_2014.pdf	)	-RRB-	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	with	IN	O
Abrantes_2014.pdf	body	NN	O
Abrantes_2014.pdf	mass	NN	O
Abrantes_2014.pdf	index	NN	O
Abrantes_2014.pdf	(	-LRB-	O
Abrantes_2014.pdf	BMI	NN	O
Abrantes_2014.pdf	)	-RRB-	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	level	NN	O
Abrantes_2014.pdf	of	IN	O
Abrantes_2014.pdf	nicotine	NN	O
Abrantes_2014.pdf	dependence	NN	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	gender	NN	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	and	CC	O
Abrantes_2014.pdf	age	NN	O
Abrantes_2014.pdf	included	VBD	O
Abrantes_2014.pdf	as	IN	O
Abrantes_2014.pdf	blocking	VBG	O
Abrantes_2014.pdf	variables	NNS	O
Abrantes_2014.pdf	:	:	O
Abrantes_2014.pdf	(	-LRB-	O
Abrantes_2014.pdf	a	LS	O
Abrantes_2014.pdf	)	-RRB-	O
Abrantes_2014.pdf	a	DT	O
Abrantes_2014.pdf	12-session	NN	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	group	NN	O
Abrantes_2014.pdf	AE	NNP	O
Abrantes_2014.pdf	intervention	NN	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	or	CC	O
Abrantes_2014.pdf	(	-LRB-	B-5730447_Arm_name
Abrantes_2014.pdf	b	LS	I-5730447_Arm_name
Abrantes_2014.pdf	)	-RRB-	I-5730447_Arm_name
Abrantes_2014.pdf	HEC	NN	I-5730447_Arm_name
Abrantes_2014.pdf	,	,	I-5730447_Arm_name
Abrantes_2014.pdf	equated	VBN	O
Abrantes_2014.pdf	for	IN	O
Abrantes_2014.pdf	therapist	NN	O
Abrantes_2014.pdf	and	CC	O
Abrantes_2014.pdf	participant	NN	O
Abrantes_2014.pdf	contact	NN	O
Abrantes_2014.pdf	time.	NN	O
Abrantes_2014.pdf	;	:	O
Abrantes_2014.pdf	HEC	NNP	B-5730447_Arm_name
Abrantes_2014.pdf	Intervention	NN	I-5730447_Arm_name
Abrantes_2014.pdf	Participants	NNS	O
Abrantes_2014.pdf	in	IN	O
Abrantes_2014.pdf	the	DT	B-5730447_Arm_name
Abrantes_2014.pdf	HEC	NN	I-5730447_Arm_name
Abrantes_2014.pdf	condition	NN	I-5730447_Arm_name
Abrantes_2014.pdf	were	VBD	O
Abrantes_2014.pdf	asked	VBN	O
Abrantes_2014.pdf	to	TO	O
Abrantes_2014.pdf	attend	VB	O
Abrantes_2014.pdf	weekly	JJ	O
Abrantes_2014.pdf	hour-long	JJ	O
Abrantes_2014.pdf	health	NN	O
Abrantes_2014.pdf	education	NN	O
Abrantes_2014.pdf	sessions	NNS	O
Abrantes_2014.pdf	on	IN	O
Abrantes_2014.pdf	topics	NNS	O
Abrantes_2014.pdf	such	JJ	O
Abrantes_2014.pdf	as	IN	O
Abrantes_2014.pdf	oral	JJ	O
Abrantes_2014.pdf	health	NN	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	heart	NN	O
Abrantes_2014.pdf	disease	NN	O
Abrantes_2014.pdf	,	,	O
Abrantes_2014.pdf	cancer	NN	O
