Title (display_name),DOI (doi),Is open access (is_oa),Open Alex ID (id)
The effectiveness and safety of combining varenicline with nicotine e-cigarettes for smoking cessation in people with mental illnesses and addictions: study protocol for a randomised-controlled trial,https://doi.org/10.1186/s12889-018-5351-7,TRUE,W2799993454
A pragmatic cluster randomized controlled trial of early intervention for chronic obstructive pulmonary disease by practice nurse-general practitioner teams: Study Protocol,https://doi.org/10.1186/1748-5908-7-83,TRUE,W2168366933
Comparative effectiveness of adding weight control simultaneously or sequentially to smoking cessation quitlines: study protocol of a randomized controlled trial,https://doi.org/10.1186/s12889-016-3231-6,TRUE,W2505525387
Training practitioners to deliver opportunistic multiple behaviour change counselling in primary care: a cluster randomised trial,https://doi.org/10.1136/bmj.f1191,TRUE,W2142647355
Effectiveness of a stepped primary care smoking cessation intervention (ISTAPS study): design of a cluster randomised trial,https://doi.org/10.1186/1471-2458-9-48,TRUE,W1977466517
Study protocol for a pragmatic randomised controlled trial evaluating efficacy of a smoking cessation e-‘Tabac Info Service’: ee-TIS trial,https://doi.org/10.1136/bmjopen-2016-013604,TRUE,W2589679571
"Effectiveness of topiramate for tobacco dependence in patients with depression; a randomised, controlled trial",https://doi.org/10.1186/1471-2296-9-28,TRUE,W1966468991
An informal school-based peer-led intervention for smoking prevention in adolescence (ASSIST): a cluster randomised trial,https://doi.org/10.1016/s0140-6736(08)60692-3,TRUE,W2144933726
EffiCiency and Safety of an eLectronic cigAreTte (ECLAT) as Tobacco Cigarettes Substitute: A Prospective 12-Month Randomized Control Design Study,https://doi.org/10.1371/journal.pone.0066317,TRUE,W2128364692
Smoking Cessation and Reduction in Schizophrenia (SCARIS) with e-cigarette: study protocol for a randomized control trial,https://doi.org/10.1186/1745-6215-15-88,TRUE,W2118700110
Efficacy of smoking cessation with varenicline plus counselling for e-cigarettes users (VAREVAPE): A protocol for a randomized controlled trial,https://doi.org/10.1016/j.conctc.2019.100412,TRUE,W2963292184
"Improving self-management of cancer risk factors, underscreening for cancer and depression among general practice patients: study protocol of a randomised controlled trial",https://doi.org/10.1136/bmjopen-2016-014782,TRUE,W2550847785
Design of a randomized controlled trial for multiple cancer risk behaviors among Spanish-speaking Mexican-origin smokers,https://doi.org/10.1186/1471-2458-13-237,TRUE,W2167634290
"Motivational Interviewing for encouraging quit attempts among unmotivated smokers: study protocol of a randomized, controlled, efficacy trial",https://doi.org/10.1186/1471-2458-12-456,TRUE,W2132235630
Will mothers of sick children help their husbands to stop smoking after receiving a brief intervention from nurses? Secondary analysis of a randomised controlled trial,https://doi.org/10.1186/1471-2431-13-50,TRUE,W2096548574
A double-blind randomized clinical trial of different doses of transdermal nicotine patch for smoking reduction and cessation in long-term hospitalized schizophrenic patients,https://doi.org/10.1007/s00406-012-0338-3,TRUE,W2055066551
Motivating smokers at outdoor public smoking hotspots to have a quit attempt with a nicotine replacement therapy sample: study protocol for a randomized controlled trial,https://doi.org/10.1186/s13063-016-1485-z,TRUE,W2479684040
Effectiveness of WhatsApp online group discussion for smoking relapse prevention: protocol for a pragmatic randomized controlled trial,https://doi.org/10.1111/add.15027,TRUE,W3006863666
Effectiveness of nicotine replacement therapy sample at outdoor smoking hotspots for initiating quit attempts and use of smoking cessation services: a protocol for a cluster randomised controlled trial,https://doi.org/10.1136/bmjopen-2019-036339,TRUE,W3016100606
Culturally-Tailored Smoking Cessation for American Indians: Study protocol for a randomized controlled trial,https://doi.org/10.1186/1745-6215-12-126,TRUE,W2097405372
Randomized controlled trial of the Tobacco Tactics website versus 1-800-QUIT-NOW telephone line among Operating Engineers,https://doi.org/10.1186/1617-9625-12-s1-a13,TRUE,W2136813072
"Design and rationale of the tobacco, exercise and diet messages (TEXT ME) trial of a text message-based intervention for ongoing prevention of cardiovascular disease in people with coronary disease: a randomised controlled trial protocol: Figure 1",https://doi.org/10.1136/bmjopen-2011-000606,TRUE,W2056969153
TEXT messages to improve MEDication adherence and Secondary prevention (TEXTMEDS) after acute coronary syndrome: a randomised clinical trial protocol,https://doi.org/10.1136/bmjopen-2017-019463,TRUE,W2794056295
Tobacco cessation mobile app intervention (Just Kwit! study): protocol for a pilot randomized controlled pragmatic trial,https://doi.org/10.1186/s13063-019-3246-2,TRUE,W2937372330
The PreCardio-study protocol – a randomized clinical trial of a multidisciplinary electronic cardiovascular prevention programme,https://doi.org/10.1186/1471-2261-7-27,TRUE,W2111784686
Assessing the efficacy and impact of a personalised smoking cessation intervention among type 2 diabetic smokers: study protocol for an open-label randomised controlled trial (DISCGO-RCT),https://doi.org/10.1136/bmjopen-2020-040117,TRUE,W3102268131
Diffusion of an evidence-based smoking cessation intervention through Facebook: a randomised controlled trial study protocol,https://doi.org/10.1136/bmjopen-2013-004089,TRUE,W2043206931
Randomised trial of three approaches for marketing smoking cessation programmes to Australian general practitioners.,https://doi.org/10.1136/bmj.304.6828.691,TRUE,W2064386830
Recruiting pregnant smokers for a placebo-randomised controlled trial of nicotine replacement therapy,https://doi.org/10.1186/1472-6963-4-29,TRUE,W1564805788
"Protocol for the Smoking, Nicotine and Pregnancy (SNAP) trial: double-blind, placebo-randomised, controlled trial of nicotine replacement therapy in pregnancy",https://doi.org/10.1186/1472-6963-7-2,TRUE,W1730863318
A Randomized Trial of Nicotine-Replacement Therapy Patches in Pregnancy,https://doi.org/10.1056/nejmoa1109582,TRUE,W2132635946
Babies Living Safe &amp; Smokefree: randomized controlled trial of a multilevel multimodal behavioral intervention to reduce low-income children’s tobacco smoke exposure,https://doi.org/10.1186/s12889-017-4145-7,TRUE,W2596077502
Study protocol: A cluster randomised controlled trial of implementation intentions to reduce smoking initiation in adolescents,https://doi.org/10.1186/1471-2458-13-54,TRUE,W1989955367
A placebo controlled randomized trial of the effects of phenylpropanolamine and nicotine gum on cessation rates and postcessation weight gain in women,https://doi.org/10.1016/j.addbeh.2004.04.013,FALSE,W2167372974
"Effect of nicotine patches in pregnancy on infant and maternal outcomes at 2 years: follow-up from the randomised, double-blind, placebo-controlled SNAP trial",https://doi.org/10.1016/s2213-2600(14)70157-2,TRUE,W2140190540
Pilot study to evaluate a tailored text message intervention for pregnant smokers (MiQuit): study protocol for a randomised controlled trial,https://doi.org/10.1186/s13063-014-0546-4,TRUE,W2159737936
Combined treatment for at-risk drinking and smoking cessation among Puerto Ricans: A randomized clinical trial,https://doi.org/10.1016/j.addbeh.2016.10.009,TRUE,W2533889383
"Preventing tobacco in vocational high schools: study protocol for a randomized controlled trial of P2P, a peer to peer and theory planned behavior-based program",https://doi.org/10.1186/s12889-018-5226-y,TRUE,W2804084389
Yorkshire Lung Screening Trial (YLST): protocol for a randomised controlled trial to evaluate invitation to community-based low-dose CT screening for lung cancer versus usual care in a targeted population at risk,https://doi.org/10.1136/bmjopen-2020-037075,TRUE,W3085830165
Randomized controlled trial of mailed Nicotine Replacement Therapy to Canadian smokers: study protocol,https://doi.org/10.1186/1471-2458-11-741,TRUE,W1989729624
Effect of Mailing Nicotine Patches on Tobacco Cessation Among Adult Smokers,https://doi.org/10.1001/jamainternmed.2015.7792,TRUE,W2261189365
Five year follow up of patients at high cardiovascular risk who took part in randomised controlled trial of health promotion,https://doi.org/10.1136/bmj.319.7211.687,TRUE,W2068247013
Improving coronary heart disease self-management using mobile technologies (Text4Heart): a randomised controlled trial protocol,https://doi.org/10.1186/1745-6215-15-71,TRUE,W2152480672
Physical activity for antenatal and postnatal depression in women attempting to quit smoking: randomised controlled trial,https://doi.org/10.1186/s12884-018-1784-3,TRUE,W2804693018
Effectiveness of the diabetes education and self management for ongoing and newly diagnosed (DESMOND) programme for people with newly diagnosed type 2 diabetes: cluster randomised controlled trial,https://doi.org/10.1136/bmj.39474.922025.be,TRUE,W2136012322
Pilot randomized trial on mindfulness training for smokers in young adult binge drinkers,https://doi.org/10.1186/1472-6882-13-215,TRUE,W2017602218
Randomized trial comparing mindfulness training for smokers to a matched control,https://doi.org/10.1016/j.jsat.2014.04.005,TRUE,W2140524348
"A Medical Student–Delivered Smoking Prevention Program, Education Against Tobacco, for Secondary Schools in Brazil: Study Protocol for a Randomized Trial",https://doi.org/10.2196/resprot.7134,TRUE,W2581363227
The Effectiveness of a Computer-Tailored E-Learning Program for Practice Nurses to Improve Their Adherence to Smoking Cessation Counseling Guidelines: Randomized Controlled Trial,https://doi.org/10.2196/jmir.9276,TRUE,W2803828045
Effectiveness of an intensive E-mail based intervention in smoking cessation (TABATIC study): study protocol for a randomized controlled trial,https://doi.org/10.1186/1471-2458-13-364,TRUE,W2147537391
"The safety, effectiveness and cost‐effectiveness of cytisine in achieving six‐month continuous smoking abstinence in tuberculosis patients—protocol for a double‐blind, placebo‐controlled randomized trial",https://doi.org/10.1111/add.14242,TRUE,W2799439522
Randomised controlled trial using social support and financial incentives for high risk pregnant smokers: Significant Other Supporter (SOS) program,https://doi.org/10.1136/tc.9.suppl_3.iii67,TRUE,W2148293521
Randomized Trial of Reduced-Nicotine Standards for Cigarettes,https://doi.org/10.1056/nejmsa1502403,TRUE,W2269911282
Randomised controlled trial of anti-smoking advice in pregnancy: 20 years on.,https://doi.org/10.1136/jech.50.3.237,TRUE,W2102948200
Dissemination of the nurse-administered Tobacco Tactics intervention versus usual care in six Trinity community hospitals: study protocol for a comparative effectiveness trial,https://doi.org/10.1186/1745-6215-13-125,TRUE,W2160764618
An intensive smoking intervention for pregnant Aboriginal and Torres Strait Islander women: a randomised controlled trial,https://doi.org/10.5694/mja11.10858,TRUE,W1986827874
Effect of Varenicline on Smoking Cessation Through Smoking Reduction,https://doi.org/10.1001/jama.2015.280,TRUE,W2166090261
Bupropion for Smoking Cessation in Patients Hospitalized With Acute Myocardial Infarction,https://doi.org/10.1016/j.jacc.2012.08.1030,TRUE,W91087106
Assessing the effectiveness of a pharmacist-delivered smoking cessation program in the State of Qatar: study protocol for a randomized controlled trial,https://doi.org/10.1186/s13063-015-0570-z,TRUE,W2152663952
Effectiveness of a pharmacist-delivered smoking cessation program in the State of Qatar: a randomized controlled trial,https://doi.org/10.1186/s12889-017-4103-4,TRUE,W2590397343
An Intervention to Improve Postpartum Outcomes in African-American Mothers,https://doi.org/10.1097/aog.0b013e3181834b10,TRUE,W1987974000
Very Preterm Birth is Reduced in Women Receiving an Integrated Behavioral Intervention: A Randomized Controlled Trial,https://doi.org/10.1007/s10995-009-0557-z,TRUE,W2050146711
A Randomized Clinical Trial of Trans-Dermal Nicotine Replacement in Pregnant African-American Smokers,https://doi.org/10.1007/s10995-012-1069-9,TRUE,W1971054330
Preventing Smoking Relapse via Web-Based Computer-Tailored Feedback: A Randomized Controlled Trial,https://doi.org/10.2196/jmir.2057,TRUE,W2039045699
The Chest Australia Trial: a randomised controlled trial of an intervention to increase consultation rates in smokers at risk of lung cancer,https://doi.org/10.1136/thoraxjnl-2018-212506,TRUE,W2910530316
A randomized comparative effectiveness study of Healthy Directions 2—A multiple risk behavior intervention for primary care,https://doi.org/10.1016/j.ypmed.2014.03.011,TRUE,W2095172776
Comparing abrupt and gradual smoking cessation: A randomized trial,https://doi.org/10.1016/j.drugalcdep.2011.04.016,TRUE,W2035642690
Financial incentives for smoking cessation in low-income smokers: study protocol for a randomized controlled trial,https://doi.org/10.1186/1745-6215-13-88,TRUE,W2145543932
The Stop-Tabac smartphone application for smoking cessation: study protocol for a randomized controlled trial in the general population,https://doi.org/10.1186/s13063-020-04377-0,TRUE,W3031215584
Graphic Warning Labels Elicit Affective and Thoughtful Responses from Smokers: Results of a Randomized Clinical Trial,https://doi.org/10.1371/journal.pone.0142879,TRUE,W2220496995
"Randomised trial investigating effect of a novel nicotine delivery device (Eclipse) and a nicotine oral inhaler on smoking behaviour, nicotine and carbon monoxide exposure, and motivation to quit",https://doi.org/10.1136/tc.9.3.327,TRUE,W2148747028
Stopping smokeless tobacco with varenicline: randomised double blind placebo controlled trial,https://doi.org/10.1136/bmj.c6549,TRUE,W2048021420
Behavioral and Enhanced Perinatal Intervention (B-EPIC): A randomized trial targeting tobacco use among opioid dependent pregnant women,https://doi.org/10.1016/j.conctc.2020.100657,TRUE,W3098542659
"Two-year outcomes of a randomized, family-based substance use prevention trial for Asian American adolescent girls.",https://doi.org/10.1037/a0030925,TRUE,W1982169276
A smoking prevention photoageing intervention for secondary schools in Brazil delivered by medical students: protocol for a randomised trial,https://doi.org/10.1136/bmjopen-2017-018589,TRUE,W2796139761
Changing the default for tobacco-cessation treatment in an inpatient setting: study protocol of a randomized controlled trial,https://doi.org/10.1186/s13063-017-2119-9,TRUE,W2749439313
Evaluating the effectiveness of a healthy lifestyle clinician in addressing the chronic disease risk behaviours of community mental health clients: study protocol for a randomised controlled trial,https://doi.org/10.1186/s13063-017-2017-1,TRUE,W2626103680
Health and economic effects from linking bedside and outpatient tobacco cessation services for hospitalized smokers in two large hospitals: study protocol for a randomized controlled trial,https://doi.org/10.1186/1745-6215-13-129,TRUE,W2134345518
"Prospective, Randomized, Controlled Trial using Best-Selling Smoking-Cessation Book",https://doi.org/10.1177/014556131709600719,TRUE,W2902519332
Functional brain activation changes associated with practice in delaying smoking among moderate to heavy smokers: study protocol and rationale of a randomized trial (COPE),https://doi.org/10.1186/s13063-018-2984-x,TRUE,W2900543632
Effectiveness of the strengthening families programme 10–14 in Poland: cluster randomized controlled trial,https://doi.org/10.1093/eurpub/ckw195,TRUE,W2538136133
"E-cigarettes and cigarettes worsen peripheral and central hemodynamics as well as arterial stiffness: A randomized, double-blinded pilot study",https://doi.org/10.1177/1358863x18779694,TRUE,W2852682743
Protocol for a randomised pragmatic policy trial of nicotine products for quitting or long-term substitution in smokers,https://doi.org/10.1186/s12889-015-2366-1,TRUE,W2133126776
"Smoking cessation support delivered via mobile phone text messaging (txt2stop): a single-blind, randomised trial",https://doi.org/10.1016/s0140-6736(11)60701-0,TRUE,W2102316523
Cortical Stimulation of the Prefrontal Cortex With Transcranial Direct Current Stimulation Reduces Cue-Provoked Smoking Craving,https://doi.org/10.4088/jcp.v69n0105,FALSE,W2164398917
"Worksite Tobacco Prevention: A Randomized, Controlled Trial of Adoption, Dissemination Strategies, and Aggregated Health-Related Outcomes across Companies",https://doi.org/10.1155/2015/136505,TRUE,W1907300508
"The Efficacy of Auriculotherapy for Smoking Cessation: A Randomized, Placebo-Controlled Trial",https://doi.org/10.3122/jabfm.2013.01.120157,TRUE,W2056186415
The tar reduction study: randomised trial of the effect of cigarette tar yield reduction on compensatory smoking.,https://doi.org/10.1136/thx.50.10.1038,TRUE,W1998233371
Proactive tobacco treatment for low income smokers: study protocol of a randomized controlled trial,https://doi.org/10.1186/1471-2458-14-337,TRUE,W2059291436
Proactive tobacco treatment offering free nicotine replacement therapy and telephone counselling for socioeconomically disadvantaged smokers: a randomised clinical trial,https://doi.org/10.1136/thoraxjnl-2015-207904,TRUE,W2290468307
Tailored digital behaviour change intervention with e-referral system to increase attendance at NHS stop smoking services (the MyWay project): study protocol for a randomised controlled feasibility trial,https://doi.org/10.1136/bmjopen-2018-028721,TRUE,W2929397110
Design and rationale of the MyHeartMate study: a randomised controlled trial of a game-based app to promote behaviour change in patients with cardiovascular disease,https://doi.org/10.1136/bmjopen-2018-024269,TRUE,W2945911492
A randomized controlled trial of smartphone-based mindfulness training for smoking cessation: a study protocol,https://doi.org/10.1186/s12888-015-0468-z,TRUE,W2003614029
Effectiveness of computer-tailored Smoking Cessation Advice in Primary Care (ESCAPE): a Randomised Trial,https://doi.org/10.1186/1745-6215-9-23,TRUE,W2117981753
Effectiveness of Combining Feedback about Lung Age or Exhaled Carbon Monoxide Levels with Very Brief Advice (VBA) and Support for Smoking Cessation in Primary Care Compared to Giving VBA and Support Alone â€“ Protocol for a Randomized Controlled Trial withi,https://doi.org/10.3889/oamjms.2020.4519,TRUE,W3022461441
"The efficacy and safety of varenicline alone versus in combination with nicotine lozenges for smoking cessation among hospitalised smokers (VANISH): study protocol for a randomised, placebo-controlled trial",https://doi.org/10.1136/bmjopen-2020-038184,TRUE,W3092572968
Leptin and smoking cessation: secondary analyses of a randomized controlled trial assessing physical activity as an aid for smoking cessation,https://doi.org/10.1186/1471-2458-14-911,TRUE,W1977577439
Improving adherence to web-based cessation programs: a randomized controlled trial study protocol,https://doi.org/10.1186/1745-6215-14-48,TRUE,W2144871137
Optimising text messaging to improve adherence to web-based smoking cessation treatment: a randomised control trial protocol,https://doi.org/10.1136/bmjopen-2015-010687,TRUE,W2327613219
Protocol for the ADDITION-Plus study: a randomised controlled trial of an individually-tailored behaviour change intervention among people with recently diagnosed type 2 diabetes under intensive UK general practice care,https://doi.org/10.1186/1471-2458-11-211,TRUE,W2008177436
Multiple behaviour change intervention and outcomes in recently diagnosed type 2 diabetes: the ADDITION-Plus randomised controlled trial,https://doi.org/10.1007/s00125-014-3236-6,TRUE,W2006714112
Short and long term effects of a lifestyle intervention for construction workers at risk for cardiovascular disease: a randomized controlled trial,https://doi.org/10.1186/1471-2458-11-836,TRUE,W2118533159
A randomized controlled trial to assess the clinical and cost effectiveness of a nurse-led Antenatal Asthma Management Service in South Australia (AAMS study),https://doi.org/10.1186/1471-2393-14-9,TRUE,W2132363794
Effect of increasing the delivery of smoking cessation care in alcohol and other drug treatment centres: a cluster‐randomized controlled trial,https://doi.org/10.1111/add.14911,TRUE,W2991574636
Effects of varenicline on sympatho-vagal balance and cue reactivity during smoking withdrawal: a randomised placebo-controlled trial,https://doi.org/10.1186/s12971-016-0091-x,TRUE,W2514230162
Proactive Tobacco Cessation Outreach to Smokers of Low Socioeconomic Status,https://doi.org/10.1001/jamainternmed.2014.6674,TRUE,W2162788038
Randomized controlled trial of a midwife‐delivered brief smoking cessation intervention in pregnancy,https://doi.org/10.1046/j.1360-0443.2001.96348511.x,FALSE,W2151305416
