Title (display_name),DOI (doi),Is open access (is_oa),Open Alex ID (id)
A Parental Smoking Cessation Intervention in the Pediatric Emergency Setting: A Randomized Trial,https://doi.org/10.3390/ijerph17218151,TRUE,W3097222020
"The protocol for the Be Our Ally Beat Smoking (BOABS) study, a randomised controlled trial of an intensive smoking cessation intervention in a remote Aboriginal Australian health care setting",https://doi.org/10.1186/1471-2458-12-232,TRUE,W2116028953
Cluster randomised trial of the effectiveness of Motivational Interviewing for universal prevention,https://doi.org/10.1016/j.drugalcdep.2010.07.028,TRUE,W2041706564
Lack of Association of <i>5-HTTLPR</i> Genotype with Smoking Cessation in a Nicotine Replacement Therapy Randomized Trial,https://doi.org/10.1158/1055-9965.epi-05-0648,TRUE,W1989901079
Systematic identification and treatment of smokers by hospital based cessation practitioners in a secondary care setting: cluster randomised controlled trial,https://doi.org/10.1136/bmj.f4004,TRUE,W2025250152
"Large multi-centre pilot randomized controlled trial testing a low-cost, tailored, self-help smoking cessation text message intervention for pregnant smokers (MiQuit)",https://doi.org/10.1111/add.13802,TRUE,W2589241260
Comparison of a high and a low intensity smoking cessation intervention in a dentistry setting in Sweden – a randomized trial,https://doi.org/10.1186/1471-2458-9-121,TRUE,W2047638477
Effectiveness of proactive and reactive services at the Swedish National Tobacco Quitline in a randomized trial,https://doi.org/10.1186/1617-9625-12-9,TRUE,W2147408459
A Pilot Randomized Controlled Trial of Smoking Cessation in an Outpatient Respirology Clinic,https://doi.org/10.1155/2015/871204,TRUE,W1942800959
Importance of baseline cotinine plasma values in smoking cessation: results from a double-blind study with nicotine patch,https://doi.org/10.1183/09031936.96.09040643,TRUE,W2158478448
A randomised controlled pilot study of standardised counselling and cost-free pharmacotherapy for smoking cessation among stroke and TIA patients,https://doi.org/10.1136/bmjopen-2011-000366,TRUE,W2101170855
A Smartphone App to Assist Smoking Cessation Among Aboriginal Australians: Findings From a Pilot Randomized Controlled Trial,https://doi.org/10.2196/12745,TRUE,W2911706370
Continued smoking abstinence in diabetic patients in primary care: A cluster randomized controlled multicenter study,https://doi.org/10.1016/j.diabres.2014.09.009,FALSE,W2014780607
A Randomized Placebo-Controlled Clinical Trial of 5 Smoking Cessation Pharmacotherapies,https://doi.org/10.1001/archgenpsychiatry.2009.142,TRUE,W2156678769
Combining varenicline and nicotine patches: a randomized controlled trial study in smoking cessation,https://doi.org/10.1186/s12916-014-0172-8,TRUE,W2123239058
A randomized controlled trial of a smoking cessation intervention conducted among prisoners,https://doi.org/10.1111/add.12084,TRUE,W1550538492
Efficacy and Safety of Varenicline for Smoking Cessation in Patients With Cardiovascular Disease,https://doi.org/10.1161/circulationaha.109.869008,TRUE,W2109535127
Targeting heavy smokers in general practice: randomised controlled trial of transdermal nicotine patches.,https://doi.org/10.1136/bmj.306.6888.1308,TRUE,W2075297244
Variations in treatment benefits influence smoking cessation: results of a randomised controlled trial,https://doi.org/10.1136/tc.10.2.175,TRUE,W2168706013
"A randomized controlled trial of a faith-placed, lay health advisor delivered smoking cessation intervention for rural residents",https://doi.org/10.1016/j.pmedr.2016.03.006,TRUE,W2328233045
"The effect of N-acetylcysteine on brain glutamate and gamma-aminobutyric acid concentrations and on smoking cessation: A randomized, double-blind, placebo-controlled trial",https://doi.org/10.1177/0269881117730660,TRUE,W2756028355
"A randomized, controlled trial of adding expired carbon monoxide feedback to brief stop smoking advice: Evaluation of cognitive and behavioral effects.",https://doi.org/10.1037/a0021821,TRUE,W2025940578
Training pharmacists and pharmacy assistants in the stage-of-change model of smoking cessation: a randomised controlled trial in Scotland,https://doi.org/10.1136/tc.7.3.253,TRUE,W2048705335
Smoking cessation initiated during hospital stay for patients with coronary artery disease: a randomized controlled trial,https://doi.org/10.1503/cmaj.080862,TRUE,W2138493072
Smoking Termination Opportunity for inPatients (STOP): superiority of a course of varenicline tartrate plus counselling over counselling alone for smoking cessation: a 12-month randomised controlled trial for inpatients,https://doi.org/10.1136/thoraxjnl-2012-202484,TRUE,W2128299591
"Fluoxetine, smoking, and history of major depression: A randomized controlled trial.",https://doi.org/10.1037/0022-006x.75.1.85,TRUE,W2140692106
An Economic Evaluation of a Video- and Text-Based Computer-Tailored Intervention for Smoking Cessation: A Cost-Effectiveness and Cost-Utility Analysis of a Randomized Controlled Trial,https://doi.org/10.1371/journal.pone.0110117,TRUE,W2042087272
A randomised clinical trial of nicotine patches for treatment of spit tobacco addiction among adolescents,https://doi.org/10.1136/tc.12.suppl_4.iv11,TRUE,W2134333542
A randomized controlled trial of directive and nondirective smoking cessation coaching through an employee quitline,https://doi.org/10.1186/s12889-016-3202-y,TRUE,W2464184828
Open randomised trial of intermittent very low energy diet together with nicotine gum for stopping smoking in women who gained weight in previous attempts to quit Commentary: results are unlikely to be as good in routine practice,https://doi.org/10.1136/bmj.319.7208.490,TRUE,W1541187971
Randomised controlled trial of home based motivational interviewing by midwives to help pregnant smokers quit or cut down,https://doi.org/10.1136/bmj.331.7513.373,TRUE,W2169284829
"Smoking cessation among diabetes patients: results of a pilot randomized controlled trial in Kerala, India",https://doi.org/10.1186/1471-2458-13-47,TRUE,W1987286766
Guided Imagery for Smoking Cessation in Adults: A Randomized Pilot Trial,https://doi.org/10.1177/1533210106296773,FALSE,W1965802353
"Efficacy of a nicotine mouth spray in smoking cessation: a randomised, double-blind trial",https://doi.org/10.1183/09031936.00155811,TRUE,W2159671744
"Varenicline to Stop Long-term Nicotine Replacement Use: A Double-Blind, Randomized, Placebo-Controlled Trial",https://doi.org/10.1093/ntr/nts146,FALSE,W2100904519
"A Randomized Controlled Open Comparative Trial of Varenicline vs Nicotine Patch in Adult Smokers - Efficacy, Safety and Withdrawal Symptoms (The VN-SEESAW Study) -",https://doi.org/10.1253/circj.cj-09-0803,TRUE,W2063418581
A randomised controlled trial of proactive telephone counselling on cold-called smokers' cessation rates,https://doi.org/10.1136/tc.2010.035956,TRUE,W2134034301
Efficacy of exercise counselling as an aid for smoking cessation: a randomized controlled trial,https://doi.org/10.1046/j.1360-0443.2003.00346.x,TRUE,W1993214323
The London Exercise And Pregnant smokers (LEAP) trial: a randomised controlled trial of physical activity for smoking cessation in pregnancy with an economic evaluation,https://doi.org/10.3310/hta19840,TRUE,W1895183664
"A Double-Blind, Randomised, Placebo-Controlled Trial of Cytisine for Smoking Cessation in Medium-Dependent Workers",https://doi.org/10.1375/jsc.3.1.57,FALSE,W1969626001
Identifying significant contributors for smoking cessation among male prisoners in Australia: results from a randomised clinical trial,https://doi.org/10.1136/bmjopen-2019-034046,TRUE,W3044987315
Reducing Environmental Tobacco Smoke Exposure of Preschool Children: A Randomized Controlled Trial of Class-Based Health Education and Smoking Cessation Counseling for Caregivers,https://doi.org/10.3390/ijerph120100692,TRUE,W2078723354
Intervention With Brief Cessation Advice Plus Active Referral for Proactively Recruited Community Smokers,https://doi.org/10.1001/jamainternmed.2017.5793,TRUE,W2765795039
Brief Advice on Smoking Reduction Versus Abrupt Quitting for Smoking Cessation in Chinese Smokers: A Cluster Randomized Controlled Trial,https://doi.org/10.1093/ntr/ntx026,TRUE,W2586324138
Effect of Tailoring in an Internet-Based Intervention for Smoking Cessation: Randomized Controlled Trial,https://doi.org/10.2196/jmir.1605,TRUE,W2161894014
Combining Web-Based Attentional Bias Modification and Approach Bias Modification as a Self-Help Smoking Intervention for Adult Smokers Seeking Online Help: Double-Blind Randomized Controlled Trial,https://doi.org/10.2196/16342,TRUE,W3002955230
Placebo-Controlled Trial of Cytisine for Smoking Cessation,https://doi.org/10.1056/nejmoa1102035,TRUE,W2023431702
Incentive programmes for smoking cessation: cluster randomized trial in workplaces in Thailand,https://doi.org/10.1136/bmj.m3797,TRUE,W3092838227
A Theory-Based Video Messaging Mobile Phone Intervention for Smoking Cessation: Randomized Controlled Trial,https://doi.org/10.2196/jmir.1553,TRUE,W2154177209
mHealth Intervention is Effective in Creating Smoke-Free Homes for Newborns: A Randomized Controlled Trial Study in China,https://doi.org/10.1038/s41598-017-08922-x,TRUE,W2750299448
Effectiveness of nicotine patches in relation to genotype in women versus men: randomised controlled trial,https://doi.org/10.1136/bmj.38050.674826.ae,TRUE,W2045031661
Efficacy of guided self-change for smoking cessation in chronic obstructive pulmonary disease patients: A randomized controlled clinical trial,https://doi.org/10.18332/tid/114227,TRUE,W2996563109
Ear Acupressure for Smoking Cessation: A Randomised Controlled Trial,https://doi.org/10.1155/2013/637073,TRUE,W2134125867
